what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1316811075687
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1316811075688
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1316811075691
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1316811075693
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1316811075694
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1316811075696
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1316811075697
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1316811075701
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1316811075703
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1316811075706
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1316811075707
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1316811075709
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1316811075710
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1316811075714
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1316811075715
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1316811075715
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1316811075717
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1316811075717
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1316811075719
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1316811075721
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1316811075724
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1316811075728
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1316811075730
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1316811075732
os,sysinfo,,,"macosx",1316811075740
arch,sysinfo,,,"x86_64",1316811075740
ws,sysinfo,,,"cocoa",1316811075740
locale,sysinfo,,,"en_US",1316811075740
processors,sysinfo,,,"4",1316811075741
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316811075741
java.runtime.version,sysinfo,,,"1.6.0_26-b03-383-11A511",1316811075741
java.specification.name,sysinfo,,,"Java Platform API Specification",1316811075741
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316811075741
java.specification.version,sysinfo,,,"1.6",1316811075741
java.vendor,sysinfo,,,"Apple Inc.",1316811075741
java.version,sysinfo,,,"1.6.0_26",1316811075741
java.vm.info,sysinfo,,,"mixed mode",1316811075741
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1316811075741
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316811075741
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316811075741
java.vm.specification.version,sysinfo,,,"1.0",1316811075741
java.vm.vendor,sysinfo,,,"Apple Inc.",1316811075741
java.vm.version,sysinfo,,,"20.1-b02-383",1316811075741
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1316811075766
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1316811076109
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811077511
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811077532
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1316811077550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811080616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811102092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316811102125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811107063
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1316811111438
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1316811111458
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1316811111469
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1316811166094
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1316811166525
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1316811166534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811166612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1316811166652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811179586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811239734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316811239772
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1316811244359
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1316811245893
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1316811246101
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811246200
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811246358
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1316811246428
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1316811247230
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811258502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811268621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811299860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316811300016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811308315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811319919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316811320018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811335332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811365123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316811365186
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811368449
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811368552
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811386574
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811386875
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811386959
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316811389026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811402160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811402455
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811413318
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811413681
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811413756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811421129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811421277
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811421482
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811421626
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811421726
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811425120
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811427487
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811435729
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811438933
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811439052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811443700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811443862
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811450170
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811451012
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811451089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811454125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811454287
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811455794
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811456142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811459612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811459741
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811459927
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811460065
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811460139
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811461020
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811461322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811464309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811464442
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811465235
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811465579
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811465660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811468271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811468428
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811469819
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811470133
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811470200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811473126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811473266
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811474110
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811474525
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811474622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811478935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811479080
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811480074
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811480701
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811480776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811484184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811484334
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811485404
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811486194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811488576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811488725
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811489766
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811490265
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811490338
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811490436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811492998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811493156
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811495446
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316811500120
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1316811505119
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1316811505185
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1316811505257
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316811505603
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1316811505830
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316811506224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811556942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811868097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811872253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316811875793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811919709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316811947434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316811973600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316812000292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316812019578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316812025400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316812053606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813085166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813085292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813089336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813089508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813090758
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813090856
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813090856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813090971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813091575
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813091646
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813091647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813091740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813092174
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813092237
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813092237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813092333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813092702
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813092776
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813092776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813092868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813093246
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813093321
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813093322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813093417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813093639
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813093746
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813093746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813093841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813094223
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813094295
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813094295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813094410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813095302
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813095380
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813095380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813095465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813096764
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813096845
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813096845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813096919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813097085
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813097155
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316813097155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316813097236
